LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
7.4253622,51.9743441,10,Südostring,,Havixbeck,,,,,da4288645b8ba812
13.2613596,52.4333686,17,Gartenstraße,,Berlin,,,14169,,13542af9ee6167a7
7.1814056,51.4959039,152,Overdyker Str.,,,,,,,ce675be591360755
6.938931,51.5409321,25,Sydowstraße,,,,,,,13542e3b31adb63b
7.1996784,51.9973137,85,Midlich,,Rosendahl,,,,,b4191c9ac9ee2762
11.1875535,51.1614636,9,Ernst-Thälmann-Straße,,Sömmerda,,,,,809a67e3c7ff8e03
6.7456476,51.3688305,48,Raiffeisenstr.,,,,,,,81cb03dab95a9a23
8.9890549,52.1721992,6,Beutebrink,,Kalletal,,,,,77dbd141b934597d
6.0187223,51.7801954,28,Scheffenthum,,Kranenburg,,,,,7507a98737ed2b8f
7.197083,51.5825961,5,Surmannskamp,,Recklinghausen,,,,,60bb3b37709f96e5
10.0555706,53.6348411,45,Övern Barg,,Hamburg,,,,,bc7d9b0fc5d1e765
13.2411696,51.0782197,7,Zum Sportplatz,,Roßwein,,,4741,,
6.6883808,51.8387743,16,Hermann-Schmeinck-Straße,,Rhede,,,,,b51f89ee1bb41632
7.0537321,51.4961614,4,Gelsenholz,,,,,,,2784d453bf17c56b
6.5323914,51.4921154,16,Theodor-Storm-Str.,,Kamp-Lintfort,,,,,a91b95afce41e6c4
6.6689105,51.502618,134,Schulstr.,,,,,,,c417935a5e051751
7.1959231,51.4642225,33,Kohlenstr.,,,,,,,3bdb7e6b89fbcd32
6.5966098,51.0828316,2,Wöhlerstraße,,Grevenbroich,,,,,d9db762a22ba1ceb
9.8586854,53.558291,30,Ohnhorststraße,,Hamburg,,,,,0329520dda24b1ba
13.9175511,51.1181587,9,Pulsnitzer Straße,,Radeberg,,,1454,,
13.8210665,51.0337027,3 b,Rittershausstraße,,Dresden,,,1279,,
11.4747289,50.6397819,7,Zur Schwarzen Mühle,,Unterwellenborn,,,,,37aaad11b429fabe
11.3139896,51.0325995,27,Im Hirseborn,,Kleinobringen,,,,,1711e3a258906679
14.1164482,51.2870374,19,Gartenstraße,,Kamenz,,,1917,,
9.9513814,50.7156087,21,Löhersgasse,,Geisa,,,,,be4d705ff30a4a77
7.3934304,51.5351232,23,Vieffhausstraße,,,,,,,7969701da38f5f03
9.7965633,53.5756697,33,Heidhofsweg,,Hamburg,,,,,a7897093c2029898
7.6547933,51.6117006,86,Heinrichstraße,,Bergkamen,,,,,3a696c27559cd0eb
